"","coder","date","newsnm","rptmm","rptdd","rptyy","evmm","evdd","evyy","days","eventid","stories","title","followup","who","what","where","against","purpose","whysm","page","section","paragrph","staten","state1","state2","state3","state4","cityn","city1","city2","neighn","neighbr","particd","particex","partices","groups","igrp1c1","igrp1c2","igrp2c1","igrp2c2","igrp3c1","igrp3c2","targd","targnum","targ1","targ2","ertarg1","ertarg2","smonamed","smonum","smoname1","smoname2","smoname3","smoname4","claim1","val1","claim2","val2","claim3","val3","claim4","val4","form1","form2","form3","form4","act1","act2","act3","act4","viold","violtype","counterd","police1","police2","police3","police4","arrestd","arrestex","arrestes","propdam","dollars","injury","deaths","d_eventid","flag_followup","injprot","injprot_est","injby","injby_est","injpol","injpol_est","injoth","injoth_est","dthprot","dthprot_est","dthby","dthby_est","dthpol","dthpol_est","dthoth","dthoth_est","agenda_code"
"492","SEAN CUNNINGHAM",2000-11-09,"NYT",7,23,1963,7,22,1963,1,6307077,1,"2000 AT CITY HALL PROTEST PARK PLAN FOR BREEZY PORT",0,"""FOES OF BREEZY POINT PARK"" KIDS AND ADULTS COALITION OF GROUPS","HELD A PICKET WHICH INCLUDED CHANTS, SIGNS AND BALLOONS","QUEENS","THE GOVERNMENT/CITY HALL","TO PROTEST 1,300 ACRE PARK CONSTRUCTION ALSO TO PROTEST DISCRIMINATION AGAINST BLACKS AND PUERTO RICANS","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",25,1,"NY","","","",1,"NEW YORK","",1,"QUEENS",1,2000,NA,2,1500,NA,700,NA,NA,NA,1,1,1,NA,NA,NA,1,4,"QUEENS CHAMBER OF COMMERCE","ROCKAWAY COUNCIL OF CIVIC ORGANIZATIONS","BROOKLYN CIVIC COUNCIL","BREEZY POINT COOPERATIVE",1350,3,1500,1,1100,1,NA,NA,1,NA,NA,NA,20,28,NA,NA,0,NA,1,1,0,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"493","SEAN CUNNINGHAM",2000-11-20,"NYT",7,22,1963,7,21,1963,1,6307099,1,"RACE PROTEST SET AT HOSPITAL SITE",0,"THOUSANDS OF CHURCH GOERS","HELD A DEMONSTRATION/RALLY","TOMPKINS PARK","EMPLOYERS","SUPPORT CIVIL RIGHTS AND JOB DISCRIMINATION PROTESTS","COLLECTIVE, CLAIMS MADE, PUBLIC",32,"1",14,1,"NY","","","",1,"NEW YORK","",1,"BROOKLYN",0,NA,5,2,401,NA,1100,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",1505,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,21,27,59,NA,0,NA,0,1,0,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"494","SEAN CUNNINGHAM",2000-11-20,"NYT",7,31,1963,7,30,1963,1,6307100,1,"23 NEGROES ON JOB QUIT AT CO-OP SITE",0,"23 BLACK PROTESTORS","WALK-OUT OF WORK TO SUPPORT CIVIL RIGHTS","QUEENS","EMPLOYERS","ANTI-JOB DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",14,"1",8,1,"NY","","","",1,"NEW YORK","",1,"QUEENS",1,23,NA,1,401,100,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",1505,1,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,54,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"495","SEAN CUNNINGHAM",2000-11-20,"NYT",7,28,1963,7,27,1963,1,6307101,1,"BROOKLYN RALLY HELD BY MUSLIMS",0,"BLACK MUSLIMS","RALLY WITH MALCOLM X AS A SPEAKER","BROOKLYN","EMPLOYERS","ANTI-JOB DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",44,"1",26,1,"NY","","","",1,"NEW YORK","",1,"BROOKLYN",1,300,NA,1,401,1100,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,2,"BLACK MUSLIMS","MOHAMMADS MOSQUE","","",1505,1,1509,1,NA,NA,NA,NA,2,NA,NA,NA,27,36,NA,NA,0,NA,0,1,0,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"496","SEAN CUNNINGHAM",2000-11-22,"NYT",8,11,1963,7,6,1963,36,6307103,9,"WHITE CASTLE PACT ON RECRUITING ENDS PICKETING BY CORE",0,"CORE","PICKETED WHITE CASTLE CHAIR","BRONX","THE CHAIR OF STORES","NOT HIRING AFRICAN AMERICANS","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",13,1,"NY","","","",1,"NEW YORK","",1,"BRONX",0,NA,4,1,401,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"congress of racial equality","","","",1505,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,42,28,NA,0,NA,1,1,1,0,0,0,0,NA,0,NA,1,0,"",NA,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,201
"497","SEAN CUNNINGHAM",2000-11-22,"NYT",8,11,1963,7,6,1963,36,6307104,9,"WHITE CASTLE PACT ON RECRUITING ENDS PICKETING BY CORE",0,"WHITE TEENAGERS","RIOT AND HECKLED CORE PROTESTORS","BRONX","CORE","PRO-WHITE AND ANTI-BLACK/CIVIL RIGHTS","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",13,1,"NY","","","",1,"NEW YORK","",1,"BRONX",0,NA,5,1,430,700,NA,NA,NA,NA,1,1,7,NA,401,NA,0,NA,"","","","",1500,2,NA,NA,NA,NA,NA,NA,12,11,NA,NA,55,48,20,NA,1,4,0,1,1,1,0,0,2,NA,1,NA,1,0,"",NA,2,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,201
"498","SEAN CUNNINGHAM",2000-11-22,"NYT",7,7,1963,7,6,1963,2,6307105,1,"TWO RACIAL GROUPS HERE RALLY OVER HOUSING AND JOB DEMANDS",0,"CORE MEMBERS (MANHATTAN)","HELD A DEMONSTRATION","NEW YORK CITY","THE GOVERNMENT","POOR HOUSING CONDITIONS","COLLECTIVE, CLAIMS MADE, PUBLIC",43,"1",11,1,"NY","","","",1,"NEW YORK","",1,"MANHATTAN",0,NA,2,1,401,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"congress of racial equality","","","",1517,1,1331,3,NA,NA,NA,NA,1,NA,NA,NA,99,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1302
"499","SEAN CUNNINGHAM",2000-11-22,"NYT",7,7,1963,7,6,1963,19,6307106,1,"TWO RACIAL GROUPS HERE RALLY OVER HOUSING AND JOB DEMANDS",0,"CORE","HELD A SIT-IN","BROOKLYNS OFFICE OF STATE COMMISSION FOR HUMAN RIGHTS","THE GOVERNMENT","DESEGREGATION OF SCHOOLS","COLLECTIVE, CLAIMS MADE, PUBLIC",43,"1",11,1,"NY","","","",1,"NEW YORK","",1,"BROOKLYN",0,NA,2,1,401,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"congress of racial equality","","","",1501,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,52,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"500","SEAN CUNNINGHAM",2000-11-22,"NYT",7,7,1963,7,6,1963,1,6307107,1,"TWO RACIAL GROUPS HERE RALLY OVER HOUSING AND JOB DEMANDS",0,"GREATER NY COORDINATING COMMITTEE","HELD A RALLY","HARLEM","THE GOVERNMENT","AFRICAN AMERICAN JOB DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",43,"1",11,1,"NY","","","",1,"NEW YORK","",1,"HARLEM",1,500,NA,1,401,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"GREATER NEW YORK COORDINATING COMMITTEE","","","",1505,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,99,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"501","SEAN CUNNINGHAM",2000-11-22,"NYT",7,10,1963,7,9,1963,36,6307108,5,"RACE SIT-IN BEGINS AT MAYORS OFFICE IN A JOB PROTEST",0,"14 BLACK MEN AND SOME WHITE WOMEN","HELD A SIT-IN","MAYORS OFFICE","THE CITY GOVERNMENT","JOB DISCRIMINATION","1",1,"1",30,1,"NY","","","",1,"NEW YORK","",NA,"",1,14,NA,2,401,600,430,500,NA,NA,1,1,1,NA,NA,NA,1,4,"congress of racial equality","JOINT COMMITTEE ON EQUAL OPPORTUNITY","national ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE","URBAN LEAGUE OF NEW YORK",1505,1,NA,NA,NA,NA,NA,NA,5,3,NA,NA,52,20,45,29,0,NA,0,1,1,1,0,0,0,NA,0,NA,1,0,"",NA,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,201
"502","SEAN CUNNINGHAM",2000-11-22,"NYT",7,10,1963,7,9,1963,2,6307109,5,"RACE SIT-IN BEGINS AT MAYORS OFFICE IN A JOB PROTEST",0,"PICKETS","HELD A DEMONSTRATION","CITY HOUSING AUTHORITYS RUTGERS HOUSING PROJECT","","THE CITY GOVERNMENT","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",30,1,"NY","","","",1,"NEW YORK","",1,"RUTGERS HOUSING PROJECT",0,NA,3,1,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,4,"congress of racial equality","JOINT COMMITTEE ON EQUAL OPPORTUNITY","NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE","URBAN LEAGUE OF NEW YORK",1505,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,20,NA,NA,NA,0,NA,1,1,1,0,0,0,7,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"503","MARVIN RUTH",2001-07-09,"NYT",7,9,1963,6,15,1963,1,6307900,3,"PUPILS TRANSFER HALTS PICKETING OF SCHOOL BOARD",0,"AFRICAN AMERICAN PARENTS & STUDENTS","PICKET, SIT-IN AT STATE COMMISSION OF HUMAN RIGHTS","NYC","SCHOOL BOARD","SEGREGATION","COLLECTIVE, CLAIMS MADE, PUBLIC",11,"1",25,1,"NY","","","",1,"NEW YORK","",1,"BROOKLYN",0,NA,3,1,401,800,NA,NA,NA,NA,1,2,3,1,NA,NA,1,1,"BROOKLYN CHAPTER OF CONGRESS OF RACIAL EQUALITY","","","",1501,1,NA,NA,NA,NA,NA,NA,4,5,NA,NA,20,52,NA,NA,0,NA,0,1,0,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"504","MARVIN RUTH",2001-07-09,"NYT",7,6,1963,7,5,1963,1,6307901,1,"RACIAL SIT-IN BLOCKS MAIN HEADQUARTERS OF EDUCATION BOARD",0,"MEMBERS OF CONGRESS OF RACIAL EQUALITY","BLOCKADE & SCUFFLE","BROOKLYN, NY","BOARD OF EDUCATION","SEGREGATION","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",20,1,"NY","","","",1,"NEW YORK","",1,"BROOKLYN",1,30,NA,2,401,430,800,NA,NA,NA,1,2,3,1,NA,NA,1,1,"BROOKLYN CHAPTER OF CONGRESS OF RACIAL EQUALITY","","","",1501,1,NA,NA,NA,NA,NA,NA,5,17,NA,NA,57,55,56,NA,1,2,1,1,0,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"505","YVETTE GASIORAK",2000-11-07,"NYT",8,1,1963,7,31,1963,1,6308014,1,"NEAR-RIOT FLARES IN RACE PROTEST AT PROJECT HERE",0,"PICKETERS","ARRESTED FOR PICKETING","NYC","CITY GOVT.","ANTI-EMPLOYMENT DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",39,1,"NY","","","",1,"NEW YORK","",1,"ROCHDALE VILLAGE HOUSING",1,11,NA,2,403,NA,401,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1505,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,99,NA,NA,NA,0,NA,0,1,1,1,0,0,11,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"506","YVETTE GASIORAK",2000-11-07,"NYT",8,1,1963,7,31,1963,1,6308015,1,"NEAR-RIOT FLARES IN RACE PROTEST AT PROJECT HERE",0,"DEMONSTRATORS","PICKET/BLOCKADE","CITY HALL","GOVERNOR/STATE","ANTI-EMPLOYMENT DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",39,1,"NY","","","",1,"NEW YORK","",1,"CITY HALL",1,3,NA,1,495,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1505,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,57,20,NA,NA,0,NA,0,1,1,1,0,0,3,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"507","YVETTE GASIORAK",2000-11-07,"NYT",8,1,1963,7,31,1963,1,6308016,1,"NEAR-RIOT FLARES IN RACE PROTEST AT PROJECT HERE",0,"CIVIL RIGHTS DEMONSTRATORS","MELEE","NYC","CITY GOVT.","ANTI-EMPLOYMENT DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",39,1,"NY","","","",1,"NEW YORK","",1,"BROOKLYN/DOWNSTATE MEDICAL CENTER",1,100,NA,1,495,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1505,1,NA,NA,NA,NA,NA,NA,12,5,NA,NA,45,57,20,NA,1,2,0,1,1,1,1,0,22,NA,0,NA,1,0,"",NA,2,0,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"508","YVETTE GASIORAK",2000-11-07,"NYT",8,2,1963,8,1,1963,2,6308017,2,"7 PICKETS SEIZED FOR BLOCKADING GOVERNORS DOOR",0,"CIVIL RIGHTS DEMONSTRATORS","DEMONSTRATE/PICKET","NYC","PRIVATE BUSINESSES","RACIAL EQUALITY IN EMPLOYMENT & HOUSING","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",40,1,"NY","","","",1,"NEW YORK","",2,"RUTGERS HOUSE & ROCHDALE VILLAGE HOUSING",1,20,NA,2,403,NA,401,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",1505,1,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,20,NA,NA,NA,0,NA,0,1,1,1,0,0,20,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"509","YVETTE GASIORAK",2000-11-07,"NYT",8,2,1963,8,1,1963,2,6308018,2,"7 PICKETS SEIZED FOR BLOCKADING GOVERNORS DOOR",0,"11 PICKETERS","HELD BLOCKADE","GOV. ROCKEFELLERS OFFICE","GOVT.","ANTI-EMPLOYMENT DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",40,1,"NY","","","",1,"NEW YORK","",1,"GOV. ROCKEFELLERS OFFC.",1,11,NA,2,403,NA,401,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",2300,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,57,42,NA,NA,0,NA,0,1,1,1,0,0,7,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"510","YVETTE GASIORAK",2000-11-07,"NYT",8,2,1963,8,1,1963,2,6308019,2,"7 PICKETS SEIZED FOR BLOCKADING GOVERNORS DOOR",0,"4 BLACK MUSLIMS","ATTACKED POLICEMAN","NYC","POLICE","UNSPECIFIED","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",40,1,"NY","","","",1,"NEW YORK","",1,"DOWNSTATE MEDICAL CENTER",1,4,NA,1,401,430,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"","","","",1505,1,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,55,45,NA,NA,1,2,0,1,1,1,0,0,4,NA,0,NA,1,0,"",NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"511","YVETTE GASIORAK",2000-11-07,"NYT",8,6,1963,8,5,1963,3,6308020,3,"BUILDING TRADES ACCUSED OF SNUB BY RACIAL GROUPS",0,"DEMONSTRATORS","PICKET, BLOCKADE & DEMONSTRATE","NYC","GOVT.","ANTI-EMPLOYMENT DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",37,1,"NY","","","",1,"NEW YORK","",3,"BROOKLYN, ROCHDALE VILLAGE, JAMAICA & QUEENS",1,40,NA,1,401,700,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1505,1,NA,NA,NA,NA,NA,NA,1,4,NA,NA,57,20,45,NA,0,NA,0,1,1,1,0,0,24,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"512","YVETTE GASIORAK",2000-11-07,"NYT",8,22,1963,8,21,1963,1,6308021,1,"8 SEIZED DUMPING JUNK AT CITY HALL",0,"MEMBERS OF CORE","PICKETING, DUMPING GARBAGE","NYC","LANDLORDS","BETTER HOUSING","COLLECTIVE, CLAIMS MADE, PUBLIC",18,"2",21,1,"NY","","","",1,"NEW YORK","",NA,"",1,88,NA,1,400,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"CONGRESS OF RACIAL EQUALITY","","","",1331,3,1318,3,NA,NA,NA,NA,5,2,4,NA,98,22,20,28,0,NA,0,1,1,1,0,0,8,NA,0,NA,0,0,"D-6308021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400
"513","YVETTE GASIORAK",2000-11-07,"NYT",8,26,1963,8,25,1963,2,6308024,2,"ONLY 2000 ATTEND NEGROES POLO GROUNDS RALLY",0,"6 PEOPLE","CONTINUED SIT-IN","GOV. ROCKEFELLERS OFFICES","PRIVATE CONSTRUCTION BUSINESSES & GOVT.","ANTI-EMPLOYMENT DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",18,"5",26,1,"NY","","","",1,"NEW YORK","",1,"GOV. ROCKEFELLERS OFFC.",1,6,NA,1,100,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,0,NA,"","","","",2300,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,52,NA,NA,NA,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"514","YVETTE GASIORAK",2000-11-07,"NYT",8,26,1963,8,25,1963,1,6308025,1,"ONLY 2000 ATTEND NEGROES POLO GROUNDS RALLY",0,"BLACKS & WHITES","HELD FUNDRAISER TO FUND UPCOMING CIVIL RIGHTS MARCH","NYC","N/A","FUNDRAISING FOR CIVIL RIGHTS MOVEMENT","COLLECTIVE, CLAIMS MADE, PUBLIC",18,"2",26,1,"NY","","","",1,"NEW YORK","",1,"POLO GROUNDS",0,NA,5,3,401,NA,430,NA,1100,NA,0,0,NA,NA,NA,NA,1,6,"NATIONAL ASSOCIATION FOR ADVANCEMENT OF COLORED PEOPLE","CONGRESS OF RACIAL EQUALITY","NEW YORK STATE ASSOCIATION OF ELKS","SOUTHERN CHRISTIAN LEADERSHIP CONFERENCE",1500,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,27,5,NA,NA,0,NA,1,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"515","YVETTE GASIORAK",2000-11-07,"NYT",8,23,1963,8,22,1963,1,6308026,1,"WASHINGTON SQUARE RALLY BACKS CIVIL RIGHTS MARCH",0,"25 CIVIL RIGHTS GROUPS","HELD RALLY","NYC","GOVT.","ANTI-POLICE BRUTALITY","COLLECTIVE, CLAIMS MADE, PUBLIC",11,"8",4,1,"NY","","","",1,"NEW YORK","",1,"WASHINGTON SQUARE",0,NA,5,1,401,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"NATIONAL ASSOCIATION FOR ADVANCEMENT OF COLORED PEOPLE","","","",1518,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,27,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"516","YVETTE GASIORAK",2000-12-17,"NYT",8,25,1963,8,24,1963,1,6308122,1,"RIGHT PANEL ENTERS CITY SCHOOL DISPUTE",0,"PERSONS FROM NATIONAL STATES RIGHTS PARTY","MARCHED IN FRONT OF CORE OFFICE","NYC","CORE","ANTI-INTEGRATION/PRO-DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"2",22,1,"NY","","","",1,"NEW YORK","",1,"CORE OFFICE",1,10,NA,1,430,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"NATIONAL STATES RIGHTS PARTY","","","",1500,2,NA,NA,NA,NA,NA,NA,4,10,NA,NA,20,NA,NA,NA,0,NA,0,1,0,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"517","SCHUSSMAN",2000-11-20,"NYT",8,4,1963,8,3,1963,1,6308129,1,"POLICE PICKETED BY NEWARK CORE",0,"CORE PROTESTERS","PICKETED","BRONX","WHITE CASTLE HAMBURGER STANDS","ANTI-EMPLOYMENT DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",56,"4",12,1,"NY","","","",1,"NEW YORK","",2,"BRONX",1,20,NA,2,401,NA,1100,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"CONGRESS OF RACIAL EQUALITY","","","",1505,1,2022,1,NA,NA,NA,NA,5,4,NA,NA,20,57,NA,NA,0,NA,0,1,1,1,0,0,9,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"518","LEAH MILLER",2000-12-04,"NYT",9,1,1963,8,31,1963,1,6309006,1,"PRIVATE SCHOOLS SUPPORT EQUALITY",0,"21 LEADS OF SECONDARY EDUCATION","ISSUED A PRESS STATEMENT","NEW YORK CITY","","TO SUPPORT GOVERNMENT POLICY OF RACIAL MOVEMENT","COLLECTIVE, CLAIMS MADE, PUBLIC",43,"1",8,1,"NY","","","",1,"NEW YORK","",NA,"",1,21,NA,1,1800,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,4,"NORTHSIDE CENTER FOR CHILD DEVELOPMENT","NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE","NATIONAL URBAN LEAGUE","NATIONAL SCHOLARSHIP AND SERVICE FUND FOR NEGRO STUDENTS",1500,1,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,34,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"519","LEAH MILLER",2000-12-29,"NYT",9,6,1963,9,5,1963,1,6309043,1,"PICKETS CHAIN THEMSELVES TO CRANES",0,"6 DEMONSTRATORS","PICKETED/CHAINED THEMSELVES TO CRANES","QUEENS, NY","MOCCIA CONSTRUCTION COMPANY","MORE JOB OPPORTUNITIES FOR NEGROES AND PUERTO RICANS","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",13,1,"NY","","","",1,"NEW YORK","",1,"QUEENS",1,6,NA,2,100,600,1800,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"congress of racial EQUALITY","","","",1505,1,2022,1,NA,NA,NA,NA,4,5,NA,NA,20,54,98,NA,0,NA,0,1,1,0,0,0,6,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"520","LEAH MILLER",2000-12-29,"NYT",9,9,1963,9,8,1963,1,6309049,1,"CLERGYMEN CALL FOR RATIFICATION OF TEST BAN AS A STEP TO PEACE",0,"RELIGIOUS LEADERS","ISSUED A STATEMENT","NEW YORK CITY","THE GOVERNMENT, AND FOREIGN GOVERNMENTS","RATIFICATION OF NUCLEAR TEST BAN- WORLD PEACE","COLLECTIVE, CLAIMS MADE, PUBLIC",3,"1",11,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,2,1,1100,NA,NA,NA,NA,NA,1,2,4,1,NA,NA,1,6,"PROTESTANT EPISCOPAL CHURCH","ORTHODOX CONSERVATIVE AND REFORM JEWRY","UNITED PRESBYTERIAN CHURCH IN THE U.S.A.","THE LUTHERAN CHURCH IN AMERICA",703,1,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,34,NA,NA,NA,0,NA,1,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1605
"521","LEAH MILLER",2000-12-29,"NYT",9,10,1963,9,9,1963,1,6309061,1,"WHITES PROTEST AT TWO CITY SCHOOLS",0,"WHITE PARENTS AND SYMPATHIZERS","PICKETED A SCHOOL","GREENWICH VILLAGE","SCHOOL","PROTEST FOR INTEGRATION AND AGAINST TRANSFERRING NEGRO CHILDREN","COLLECTIVE, CLAIMS MADE, PUBLIC",31,"1",18,1,"NY","","","",1,"NEW YORK","",1,"GREENWICH VILLAGE",0,NA,3,1,430,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,"NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE","","","",1501,1,1342,3,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
